Word,Count,Translation
thirst,3690,δίψα
select,3689,επιλέγω
rendezvous,3689,ραντεβού
smiled,3688,χαμογελαστός
colorado,3687,Κολοράντο
visa,3686,Visa
spice,3685,μπαχαρικό
caller,3684,επισκέπτης
foods,3684,τρόφιμα
rational,3684,λογικός
scottish,3683,Σκωτσέζικο
cunning,3682,πονηριά
grunt,3681,γρυλλισμός
knot,3681,κόμπος
hairs,3680,τρίχες
payments,3679,πληρωμές
granddad,3678,παππού
massacre,3678,σφαγή
competitive,3677,ανταγωνιστικός
herb,3677,βότανο
mae,3676,ΜΑΕ
immune,3674,απρόσβλητος
grenade,3674,χειροβομβίδα
regularly,3674,τακτικά
stakes,3673,πονταρίσματα
kilos,3673,κιλό
monks,3672,μοναχοί
70s,3672,70s
gail,3671,Gail
guinea,3671,γκινέα
invent,3670,εφευρίσκω
nursery,3669,φυτώριο
protein,3669,πρωτεΐνη
elbow,3668,αγκώνας
keller,3667,κέλυφος
clowns,3666,κλόουν
thirteen,3665,δεκατρείς
tattoos,3665,τατουάζ
flown,3665,πετάξτε
mustard,3665,μουστάρδα
7th,3664,7ος
terrace,3664,ταράτσα
alter,3663,αλλάζω
franz,3662,φραντζάκι
transportation,3661,Μεταφορά
what-,3661,τι-
lens,3661,φακός
alaska,3660,Αλάσκα
ha-ha-ha,3660,χαχαχα
interference,3660,παρέμβαση
freakin,3659,φρικιά
wont,3659,συνηθισμένος
weep,3659,κλαίω
clive,3659,κλοπή
mourning,3659,πένθος
crooked,3659,ανέντιμος
trainer,3658,προπονητής
janitor,3658,επιστάτης
gradually,3657,σταδιακά
immigration,3656,μετανάστευση
filth,3656,βρώμα
momma,3656,μαμά
father-in-law,3656,πεθερός
jackass,3655,βλάκας
cho,3655,Cho
reminder,3655,υπενθύμιση
culprit,3655,ένοχος
gabrielle,3654,Gabrielle
innit,3653,πανδοχείο
magistrate,3653,δικαστής
jasmine,3652,γιασεμί
'm-,3651,'Μ-
womb,3650,μήτρα
texting,3650,γράφοντας
injustice,3650,αδικία
figuring,3649,φαινόμενος
fracture,3648,κάταγμα
insanity,3646,παράνοια
peasants,3645,αγρότες
blossom,3645,άνθος
etc,3644,και τα λοιπά
agony,3642,αγωνία
sounding,3642,βυθομέτρηση
oz,3642,όζ
elementary,3640,στοιχειώδης
seized,3636,κατασχέτης
teaches,3636,διδάσκει
lovejoy,3636,αγαπούν τη χαρά
phillips,3635,Φίλιπς
eighteen,3635,δεκαοχτώ
shack,3634,καλύβα
teen,3634,έφηβος
definite,3634,σαφής
scrub,3633,σφουγγάρισμα
ruler,3631,κυβερνήτης
mold,3631,μούχλα
contents,3631,περιεχόμενα
bitten,3630,δαιμόνιο
antidote,3630,αντίδοτο
was-,3629,ήταν-
saves,3628,σώζω
bunk,3627,κουκέτα
thor,3625,θορυβώδης
republican,3625,δημοκρατικός
graveyard,3625,νεκροταφείο
attempts,3624,προσπάθειες
poirot,3624,πύργος
aspect,3624,άποψη
relate,3622,σχετίζομαι
lemonade,3621,λεμονάδα
flour,3620,αλεύρι
nypd,3618,Νυϋϋ
biology,3617,βιολογία
dusty,3617,σκονισμένος
felony,3617,κακούργημα
jax,3617,κοίτα
fundamental,3616,θεμελιώδης
jai,3614,τζάι
successfully,3613,επιτυχώς
potentially,3613,ενδεχομένως
donnie,3613,κλέπτη
strangely,3612,παραδόξως
condoms,3612,προφυλακτικά
quantum,3612,ποσοστό
utter,3611,αρθρώνω
activated,3610,ενεργοποιημένος
installed,3608,εγκατεστημένος
interrupted,3608,διακόπηκε
'er,3608,«
discharge,3607,απαλλάσσω
devastated,3607,κατεστραμμένος
substitute,3607,υποκατάστατο
splash,3607,βουτιά
julio,3606,ιουλίου
exile,3605,εξορία
aspirin,3605,ασπιρίνη
authentic,3602,αυθεντικός
12th,3602,12ος
summit,3601,κορυφή
beck,3601,νεύμα
addiction,3600,εθισμός
lent,3600,σαρακοστή
drone,3600,κηφήνας
involving,3599,εμπλέκοντας
boyfriends,3598,φίλοι
tango,3595,ταγκό
permanently,3594,μόνιμα
province,3593,επαρχία
attempting,3591,προσπάθεια
deceived,3589,εξαπατημένος
'know,3588,'ξέρω
triangle,3588,τρίγωνο
skipped,3588,παραλειπόμενος
strawberry,3587,φράουλα
mirrors,3585,καθρέφτες
self-defense,3583,Αυτοάμυνα
preston,3583,πρσμόνη
overwhelmed,3583,συγκλονισμένος
swift,3583,ταχύς
creeps,3581,σέρνεται
token,3580,ένδειξη
temporarily,3579,προσωρινά
poisonous,3579,δηλητηριώδης
heidi,3579,Χάιδι
diagnosis,3579,διάγνωση
ninth,3578,ένατος
locations,3578,τοποθεσίες
retrieve,3577,ανακτώ
robbers,3576,ληστής
conclusions,3575,συμπεράσματα
joanna,3575,Ιωάννα
disabled,3575,άτομα με ειδικές ανάγκες
ira,3573,ΙΡΑΣ
extension,3572,επέκταση
lining,3572,φόδρα
yuri,3571,γιούρι
hip-hop,3571,χιπ χοπ
freeman,3571,παρασκευαστής
scoop,3569,κουτάλα
merlin,3568,Μέρλιν
bridget,3567,Bridget
revving,3566,ανακουφιστικός
transform,3563,μεταμορφώνω
shelby,3562,λάμπι
hospitality,3562,φιλοξενία
brooks,3561,Brooks
survey,3561,επισκόπηση
hunted,3560,κυνηγητός
cozy,3560,ζεστός
g.,3559,σολ.
recommendation,3559,σύσταση
providing,3558,χορήγηση
microphone,3558,μικρόφωνο
skeleton,3558,σκελετός
muslims,3557,μουσουλμάνοι
toll,3556,διόδια
reconsider,3555,αναθεωρώ
creaks,3555,τρίψιμο
extended,3554,επεκτάθηκε
spear,3554,δόρυ
overboard,3554,στη θάλασσα
ai,3552,Όλα συμπεριλαμβάνονται
clinton,3551,Κλίντον
petition,3550,αναφορά
baggage,3549,αποσκευές
scumbag,3549,λανθάνον
tribute,3548,φόρος
weddings,3547,γάμος
facilities,3545,εγκαταστάσεις
bangs,3545,κοντά στο μέτωπο
claw,3545,δαγκάνα
donation,3544,δωρεά
isabelle,3543,Ισαβέλλα
traitors,3542,προδότες
mei,3541,μέλι
jasper,3540,ίασπις
borders,3538,σύνορα
australian,3538,Αυστραλός
colby,3538,κολοκύθα
boxer,3537,πυγμάχος
whilst,3536,ενώ
misfortune,3535,ατυχία
elaborate,3535,επεξεργάζομαι
sights,3533,αξιοθέατα
maestro,3531,μουσικοδιδάσκαλος
mysteries,3530,μυστήρια
loosen,3529,αμολάω
gifted,3529,προικισμένος
i--i,3527,Εγώ-ΕΙ
involvement,3526,Ενασχόληση
affects,3525,επηρεάζει
summon,3525,καλώ
sherman,3525,σέρμαν
churchill,3523,Τσόρτσιλ
theresa,3523,υπάρχει μια
solitary,3522,μονήρης
wilderness,3522,ερημιά
baltimore,3522,Βαλτιμόρη
olympic,3522,ολυμπιακός
undo,3521,ξεκάνω
mechanism,3521,μηχανισμός
vietnamese,3520,Βιετναμέζος
vanish,3520,εκλείπω
dome,3519,θόλος
biting,3519,δάγκωμα
ronald,3519,Ρόναλντ
texted,3518,κειμένου
sage,3516,ΣΟΦΌΣ
yummy,3515,εύθραυστος
tactics,3515,τακτική
slack,3515,χαλαρότητα
snapped,3514,χαζός
weekly,3514,εβδομαδιαίος
bushes,3508,θάμνοι
grandparents,3508,παππούς και γιαγιά
like-,3508,αρέσει-
henri,3506,αρσενικός
obtain,3505,αποκτώ
hart,3505,αρσενικό ελάφι
flights,3503,πτήσεις
adventures,3502,περιπέτεια
hottest,3501,πιο καυτός
grown-up,3500,ενήλικος
eden,3500,Εδέμ
mild,3500,ήπιος
dom,3500,χνουδωτά
fourteen,3499,δεκατέσσερα
smuggling,3498,λαθρεμπόριο
blend,3498,μείγμα
chancellor,3497,καγκελάριος
biscuits,3496,μπισκότα
gorilla,3496,γορίλλας
dynasty,3495,δυναστεία
acquired,3494,επίκτητος
businesses,3494,επιχειρήσεις
countless,3493,αμέτρητος
fritz,3492,φρικιά
brent,3489,Μπρεντ
gardener,3488,κηπουρός
barracks,3488,στρατώνας
flirt,3488,φλερτάρω
cooks,3488,μάγειρες
distorted,3486,διεστραμμένος
carved,3484,σκαλισμένα
jumps,3484,άλματα
superhero,3484,υπερήρωα
forests,3482,δάση
clapping,3482,παλαμάκια
psychiatric,3482,ψυχιατρικός
snuck,3481,φτερωτός
roughly,3481,χονδρικά
screamed,3481,ουρλιάζω
raja,3480,raja
disappearing,3480,εξαφανισμένος
establishment,3479,εγκατάσταση
whales,3478,φάλαινες
lump,3477,μάζα
dwarf,3477,νάνος
environmental,3477,περιβαλλοντικός
mam,3477,μαμά
pint,3476,πίντα
loading,3475,φόρτωση
diplomatic,3475,διπλωματικός
exclaims,3474,αναφωνεί
context,3474,συμφραζόμενα
volunteered,3473,εθελοντής εθελοντής
risked,3473,διακινδυβός
gangs,3473,συμμώσεις
boost,3472,ώθηση
fax,3471,φαξ
dante,3471,δίδυλος
partial,3471,μερικός
refusing,3469,αρνήτος
gaze,3469,βλέμμα
rene,3469,ψήνω
nuisance,3468,ενόχληση
terrorism,3468,τρομοκρατία
jerome,3468,Ιερώνυμος
ungrateful,3467,αχάριστος
donate,3467,προσφέρω
relieve,3467,ανακουφίζω
13th,3466,13ος
grandchildren,3465,εγγονια
felicity,3465,ευδαιμονία
maureen,3464,μαυρίνα
represented,3464,εκπροσωπούμενος
co,3462,συνεργάτης
neutral,3462,ουδέτερος
philippe,3462,Φίλιππος
workin,3462,εργάζονται σε
steering,3462,πηδαλιούχηση
rm,3461,rm
presidential,3461,προεδρικός
rental,3460,ενοικίου
challenged,3460,προκλημένος
julien,3459,ιουλίου
feeds,3459,τροφοδοτεί
je,3458,ιερέας
vegetarian,3458,χορτοφάγος
teasing,3458,πειράζω
surprisingly,3458,απροσδόκητα
iran,3457,Ιράν
shrine,3457,ναός
automatically,3456,αυτομάτως
timer,3456,μετρών την ώραν
gasoline,3455,βενζίνη
juliette,3455,ζούλα
scouts,3453,προσκόλληση
millie,3453,μίλι
google,3453,Google
dorm,3453,κοιτώνας
athlete,3452,αθλητής
shiva,3451,σίλο
robber,3451,ληστής
convent,3451,γυναικεία μονή
balloons,3450,μπαλόνια
crawford,3449,Crawford
barb,3449,όγκος
enters,3448,εισέρχεται
maps,3448,χάρτες
meth,3448,μεθρώ
ifyou,3447,αν εσύ
fruits,3447,φρούτα
colored,3446,έγχρωμος
poppy,3445,παπαρούνα
metro,3445,μετρό
clarke,3444,λανθάνον
fernando,3444,Φερνάντο
scully,3443,σημαία
resolved,3440,επιλυθεί
sessions,3440,συνεδρίες
conservative,3439,συντηρητικός
rates,3439,τιμές
forged,3438,σφυρήλατος
legends,3438,θρύλοι
arrows,3437,βέλη
charley,3437,τσάρι
dismiss,3436,απολύω
authorized,3434,εξουσιοδοτημένο
slavery,3433,σκλαβιά
attended,3432,παρευρισκόμενος
flows,3432,ρέει
employed,3432,εργαζόμενος
decorated,3432,διακοσμημένος
parallel,3432,παράλληλο
detected,3432,ανιχνευμένος
grove,3431,άλσος
coverage,3431,κάλυψη
hen,3430,κότα
pyramid,3430,πυραμίδα
overall,3429,Συνολικά
hum,3428,βουητό
specially,3428,ειδικώς
rebuild,3427,ανοικοδομώ
exclaiming,3426,αναφωνούν
producing,3426,παραγωγικός
sewing,3425,ράψιμο
occasions,3425,περιστάσεις
boards,3423,συμβούλια
trumpet,3423,τρομπέτα
yes.,3423,Ναί.
shaped,3422,σχηματισμένος
matched,3421,αντίστοιχος
daughter-in-law,3421,νύφη
ammo,3420,πυρομαχικά
typing,3419,πληκτρολόγηση
macgyver,3418,MacGyver
blades,3418,λεπίδες
thailand,3418,Ταϊλάνδη
becca,3417,διάκα
wo,3415,wo
debris,3414,συντρίμμια
luca,3414,Λούκα
cement,3414,τσιμέντο
hamlet,3414,χωριουδάκι
nat,3413,νάτις
communists,3413,κομμουνιστές
showers,3412,ντους
tougher,3411,σκληρότερος
sailors,3411,ναυτικοί
kitt,3411,γατάκι
comedian,3411,κωμικός
harassment,3410,παρενόχληση
missus,3409,παραλισμός
monitoring,3409,παρακολούθηση
smashing,3408,χάρμα
shaved,3408,ξυρισμένος
inventory,3408,καταγραφή εμπορευμάτων
housekeeper,3406,οικονόμος
tribes,3404,φυλές
long-term,3403,μακροπρόθεσμα
vile,3403,αχρείος
gotham,3402,Γοθάμ
imaginary,3402,φανταστικο
artillery,3401,πυροβολικό
ping,3401,πινγκόν
cereal,3400,δημητριακό
zoom,3399,ανίπταμαι διαγωνίως
portion,3399,τμήμα
irony,3398,ειρωνεία
14th,3398,14ος
exceptional,3398,εξαιρετικός
slit,3396,σχισμή
ss,3396,SS
despise,3396,περιφρονώ
waltz,3396,βάλς
humour,3396,χιούμορ
crashes,3395,συντρίβει
gu,3395,γου
stammering,3395,ψεύδος
coaches,3393,προπονητής
joo,3393,ιό
await,3391,αναμένω
bryan,3391,Βράσεν
celebrated,3390,διάσημος
encouraged,3390,ενθαρρυμένος
devils,3388,διάβολοι
gag,3387,φίμωτρο
telescope,3386,τηλεσκόπιο
verse,3386,στίχος
stalin,3385,Στάλιν
e-mails,3385,e-mails
iet,3384,IET
babysitter,3382,νταντά
pr,3382,pr
distinguished,3381,διακεκριμένος
licence,3381,άδεια
addicted,3380,εθισμένος
bauer,3380,μπάκερ
speeches,3379,ομιλίες
wit,3379,πνεύμα
programmed,3377,προγραμματισμένος
bliss,3377,ευδαιμονία
donny,3377,φραγκοστάφυλος
elsa,3376,Έλσα
com,3374,com
recorder,3374,μηχάνημα εγγραφής
hides,3372,ζαρώ
shameless,3371,αναίσχυντος
apartments,3371,διαμερίσματα
tipped,3370,με ακριβά
turf,3369,χλόη
tang,3368,ισχυρή γεύση
tu,3368,τζάδι
discharged,3368,εκφορτωμένος
psychologist,3368,ψυχολόγος
duh,3366,δίδυμος
delete,3365,διαγράφω
jock,3365,μπερδεύω
wrath,3364,Οργή
estimate,3363,εκτίμηση
tutor,3363,παιδαγωγός
jurisdiction,3363,δικαιοδοσία
impulse,3362,ώθηση
penguin,3362,πιγκουίνος
tubes,3361,σωλήνες
playground,3360,παιδική χαρά
sew,3360,ράβω
nickel,3360,νικέλιο
claws,3360,νύχια
giants,3359,γίγαντες
daring,3359,τόλμη
posters,3357,αφίσες
peacefully,3356,ειρηνικώς
rag,3354,κουρέλι
caves,3354,σπηλιές
nikita,3354,Νίκιτα
stern,3353,αυστηρός
condolences,3352,συλλυπητήρια
ohhh,3352,ωχ
dearly,3351,ακριβά
humiliation,3350,ταπείνωση
worldwide,3350,Παγκόσμιος
cartoon,3350,ΚΙΝΟΥΜΕΝΟ ΣΧΕΔΙΟ
disrespect,3349,έλλειψη σεβασμού
so-,3348,Έτσι-
shhh,3347,σήμα
underworld,3347,κάτω κόσμος
marble,3346,μάρμαρο
lilly,3346,λυσσώδης
chun,3346,χνουδώ
curly,3345,κατσαρός
judged,3345,κριτικός
bidding,3344,πρόσκληση
erased,3344,διαγραμμένος
confuse,3343,μπερδεύω
masterpiece,3343,αριστούργημα
pentagon,3343,πεντάγωνο
oppa,3343,oppa
tow,3342,ρυμούλκηση
seduce,3341,αποπλανώ
bathtub,3340,μπανιέρα
pets,3340,κατοικίδια ζώα
bricks,3340,τούβλα
goa,3340,Γκόα
hotter,3339,θερμότερος
regime,3339,καθεστώς
contempt,3339,περιφρόνηση
batch,3338,σύνολο παραγωγής
'm-i,3337,'μι
ramsay,3336,κλέπτης
speeding,3336,υπερβολική ταχύτητα
compartment,3336,διαμέρισμα
tackle,3336,ανυψωτήρ
wage,3335,μισθός
shines,3334,λάμψη
lifting,3334,άρση
hustle,3333,σπουδή
inmates,3332,κρατούμενοι
km,3332,km
psst,3331,PSST
scooter,3330,σκούτερ
relatively,3329,σχετικά
stoned,3328,φτιαγμένος
supernatural,3326,υπερφυσικός
darwin,3324,Δαρβίνος
viewers,3324,θεατές
lorenzo,3323,λορένζο
treasures,3323,θησαυρός
yankee,3323,γιάνκης
lang,3322,λασπώνω
taco,3322,τάκο
charts,3322,διαγράμματα
brigade,3321,ταξιαρχία
bankrupt,3320,χρεωκοπημένος
marianne,3320,Μαριάννη
bikes,3318,ποδήλατα
lookout,3317,επιφυλακή
merchandise,3317,εμπορεύματα
slippery,3317,ολισθηρός
duchess,3316,δούκισσα
gulf,3316,κόλπος
foam,3315,αφρός
steals,3315,κλέβες
numerous,3315,πολυάριθμος
ripping,3314,εξαίρετος
trusts,3314,εμπιστοσύνη
flock,3314,σμήνος
potion,3314,δόση
fiance,3313,αρραβωνιαστικός
glimpse,3313,ματιά
invincible,3312,αήττητος
compensation,3312,αποζημίωση
kettle,3312,βραστήρας
stroll,3311,βόλτα
trish,3311,τρισδιάστατος
brendan,3311,μπρεντάν
cafeteria,3310,καφετέρια
sane,3310,υγιής
currency,3309,νόμισμα
amsterdam,3309,Άμστερνταμ
radius,3309,ακτίνα κύκλου
verify,3308,επαληθεύω
founded,3308,ιδρύθηκε το
medic,3308,μηδική
peek,3308,κρυφοκοίταγμα
sewer,3307,υπόνομος
vernon,3306,βέρνον
callie,3306,κάλισμα
bbc,3305,BBC
hull,3305,σκάφος
solomon,3304,Σολομών
madonna,3304,μαντόνα
toad,3301,φρύνος
powell,3299,πάσλυρος
maxwell,3299,Maxwell
moose,3298,αμερικάνικη έλαφος
souvenir,3298,Ενθύμιο
stitch,3297,βελονιά
compass,3297,πυξίδα
mercury,3296,Ερμής
locking,3296,κλείδωμα
edwards,3295,Έντουαρντς
frederick,3295,Φρειδερίκος
dislike,3295,αντιπάθεια
stu,3294,ΣΤΟΥ
rib,3294,σχηματίζω πλευρές
pamela,3294,Παμέλα
brace,3293,στήριγμα
ban,3293,απαγόρευση
gracias,3292,κηλίδες
stitches,3290,βελονιά
thrust,3288,ώθηση
referred,3287,αναφέρεται
achievement,3287,κατόρθωμα
links,3287,συνδέσεις
denying,3286,αρνείματος
monastery,3285,μοναστήρι
newly,3284,πρόσφατα
impatient,3283,ανυπόμονος
recruit,3282,νεοσύλλεκτος
sunk,3279,βυθιστώ
ignorance,3278,άγνοια
drugged,3278,ναρκωτικός
predicted,3278,προβλεπόμενος
floyd,3277,φλυτζάνι
creator,3276,δημιουργός
mississippi,3275,Μισισιπής
civilized,3275,πολιτισμένος
artery,3275,αρτηρία
dynamic,3275,δυναμικός
competing,3274,ανταγωνιζόμενος
buffy,3274,σοφός
distribution,3272,διανομή
turk,3272,Τούρκος
voiceover,3271,φωνή
stereo,3271,στέρεο
ethel,3271,ethel
ark,3271,κιβωτός
carpenter,3271,ξυλουργός
it.,3271,το.
warner,3271,προειδοποιών
industries,3270,βιομηχανίες
melted,3270,λειωμένο
upsetting,3270,με αναστατώνεις
cruz,3269,κρουαζιέρα
labs,3268,εργαστήρια
bluff,3266,μπλόφα
bender,3266,κλίνων
unbearable,3265,ανυπόφορος
narcotics,3264,ναρκωτικά
juicy,3264,χυμώδης
eerie,3264,Μυστηριώδης
ingrid,3262,κοίτατος
mwah,3261,Μάχα
slippers,3261,παντούφλες
freaky,3260,φρικιαστικό
vip,3259,πολύ σπουδαίο πρόσωπο
troop,3259,ομάδα
footprints,3258,πατημασιές
dani,3258,Δανή
pact,3258,συμφωνία
apparent,3257,εμφανής
repeated,3257,αλλεπάλληλος
foreigner,3255,ξένος
feelin,3253,αίσθηση
journalists,3252,δημοσιογράφοι
employer,3251,εργοδότης
penelope,3248,Πηνελόπη
grim,3248,βλοσυρός
medieval,3248,μεσαιονικός
damien,3247,δεξαμενή
frustrating,3246,απογοητευτικός
rehearse,3246,επαναλαμβάνω
travelled,3246,Ταξίδεψε
preparation,3246,παρασκευή
microwave,3246,ΦΟΥΡΝΟΣ ΜΙΚΡΟΚΥΜΑΤΩΝ
denial,3245,άρνηση
flute,3245,φλάουτο
juvenile,3245,νεανικός
paddy,3245,αναποφλοίωτο ρύζι
retarded,3242,καθυστερημένος
memo,3242,σημείωμα
canvas,3242,καμβάς
fa,3241,φά
and-and,3241,και και και
symbols,3241,σύμβολα
mccoy,3241,McCoy
daly,3241,νυμφικός
driveway,3240,δρόμος
funky,3239,φανταχτερός
kitten,3239,γατάκι
nicest,3238,ωραίος
deceive,3237,εξαπατώ
negro,3236,Νέγρος
chopped,3236,ψιλοκομμένο
consultant,3236,σύμβουλος
rifles,3234,τουφέκια
heating,3234,θέρμανση
rays,3233,ακτίνες
architecture,3232,αρχιτεκτονική
gideon,3232,γκαζόν
butch,3231,αντρογύναικα
warmer,3229,θερμότερος
contribution,3229,συνεισφορά
advisor,3228,σύμβουλος
peoples,3228,λαοί
groceries,3227,είδη παντοπωλείου
behaved,3227,συμπεριηλωμένος
experiencing,3226,βιών
y??u,3225,y??u
settling,3225,τακτοποίηση
tractor,3224,τρακτέρ
unacceptable,3224,Απαράδεκτος
imitating,3224,μίσος
squadron,3224,επιλαρχία
briggs,3223,Briggs
smallest,3223,μικρότερος
ethics,3222,ηθική
gibson,3222,Γκίμπσον
devotion,3221,ευλάβεια
plumber,3221,υδραυλικός
burgers,3220,μπιφτέκι
knots,3220,κόμβοι
broom,3220,σκούπα
briefing,3220,ενημέρωση
curve,3219,καμπύλη
informant,3219,πληροφορητής
applauding,3218,χειροκροτώ
whites,3218,λευκά
app,3218,εφαρμογή
andrews,3218,Ανδρέα
blog,3217,ιστολόγιο
ox,3217,βόδι
vase,3217,βάζο
glance,3216,ματιά
collective,3216,συλλογικός
poles,3216,πόλοι
sixty,3216,εξήντα
fantasies,3215,φαντασιώσεις
heritage,3215,Κληρονομία
motherfucking,3213,γηπεδούχος
fisherman,3213,ψαράς
armstrong,3212,αρσενικός
nder,3211,νιφάδα
complained,3210,παραπονέθηκε
nightclub,3209,νυχτερινό κέντρο
willow,3208,ιτιά
preliminary,3208,προκαταρκτικός
server,3208,υπηρέτης
provides,3206,παρέχει
mat,3206,χαλάκι
appreciation,3205,εκτίμηση
a-a,3205,Α-Α
historic,3205,ιστορικός
jorge,3204,χόρτος
promote,3204,προάγω
processing,3204,επεξεργασία
naples,3203,Νεάπολη
high-pitched,3203,ψηλότερος
pumping,3202,άντληση
stalker,3202,πλησιάζων
goats,3201,κατσίκες
francine,3201,φραγκό
smokes,3201,καπνίζει
introduction,3199,εισαγωγή
valid,3198,έγκυρος
portuguese,3198,Πορτογαλικά
negotiations,3197,διαπραγματεύσεις
o.r.,3197,ή.
wheeler,3196,κινούμενος διά τροχών
overheard,3196,ακουστώ
iove,3196,υποδηλώνετε
breeding,3196,αναπαραγωγή
part-time,3195,μερικής απασχόλησης
barge,3195,φορτηγίδα
refugees,3194,πρόσφυγες
wah,3194,wah
observed,3193,παρατηρημένος
tigers,3193,τίγρεις
brothel,3191,πορνείο
missions,3191,αποστολή
ashore,3190,εις την παραλία
panda,3190,αρκτοειδές ζώο της ασίας
discretion,3190,διακριτικότητα
yale,3189,Γέιλ
disappointing,3188,απογοητευτικός
insect,3188,έντομο
prophecy,3186,προφητεία
wanda,3186,Wanda
absent,3186,απών
machinery,3186,μηχανήματα
generals,3184,γενικά
carrot,3184,καρότο
ferrari,3184,Φερράρι
wrecked,3183,σαραβαλιασμένος
gestapo,3183,Γκεστάπο
greene,3182,χνουδωτός
suggestions,3180,προτάσεις
puff,3179,φούσκα
supportive,3178,υποστηρικτικός
punching,3178,διάτρηση
lulu,3177,Λουλού
intervention,3177,παρέμβαση
layers,3177,στρώμα
hughes,3177,Χιουγκέ
scholar,3176,λόγιος
libby,3175,λουμπί
predators,3175,αρπακτικός
accusations,3175,κατηγορίες
8th,3174,8ος
olympics,3173,Ολυμπιακοί
accounting,3172,λογιστική
jj,3172,jj
expertise,3171,εξειδίκευση
strap,3171,λουρί
fitz,3171,τζάκι
darryl,3171,φραγκοστάφυλλος
butts,3170,πεδίο βολής
approaches,3169,προσεγγίσεις
flags,3169,σημαίες
embarrassment,3168,αμηχανία
faking,3166,πλαστός
jamal,3166,Τζαμάλ
vanilla,3166,βανίλια
grapes,3164,σταφύλια
dominic,3164,Δομινικός
beacon,3164,φάρος
handkerchief,3164,μαντήλι
rubbing,3163,τριβή
mallory,3162,μάζιο
rustling,3162,θρόισμα
lighten,3161,αστράφτω
flora,3159,χλωρίδα
cuban,3159,κουβανικός
polar,3159,πολικός
translator,3156,μεταφράστης
congrats,3154,συγχαρητήρια
passports,3154,διαβατήρια
grabbing,3154,αρπαγή
alf,3153,αλφίο
brotherhood,3153,αδελφότητα
ernest,3153,Ερνέσστες
professionals,3153,επαγγελματίες
yuan,3152,γιουάν
understandable,3152,κατανοητός
banner,3151,πανό
academic,3150,ακαδημαϊκός
thuds,3150,χερσόνθους
sa,3150,ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ
publicly,3150,δημοσίως
orphans,3150,ορφανά
pearls,3149,μαργαριτάρια
predator,3149,αρπακτικός
'brien,3149,«Brien
frances,3146,Φραγκίσκη
addison,3146,addison
syrup,3144,σιρόπι
cartel,3144,καρτέλ
nash,3144,νου
walsh,3144,Walsh
norma,3143,Νorma
bluffing,3143,μπλόφα
permitted,3143,επιτρεπόμενο
unpredictable,3142,απρόβλεπτος
wagner,3141,κουνουπιέρα
suspension,3141,εναιώρημα
addresses,3141,διευθύνσεις
stamps,3140,σφραγίδα
category,3140,κατηγορία
transition,3140,μετάβαση
peas,3139,αρακάς
cautious,3139,προσεκτικός
k.,3139,κ.
isabella,3139,Ισαβέλα
comparison,3139,σύγκριση
coats,3138,παλτά
islam,3137,Ισλάμ
thugs,3135,κακοποιοί
grams,3135,γραμμάρια
freshman,3134,πρωτοετής
toilets,3134,Τουαλέτες
banquet,3133,συμπόσιο
coup,3132,πραξικόπημα
shaken,3132,χτυπημένο
investigations,3132,διερευνήσεις
toothbrush,3131,οδοντόβουρτσα
expressed,3130,εκφρασμένος
vulgar,3130,χυδαίος
haunt,3128,στέκι
improvement,3128,βελτίωση
zeus,3128,ο Δίας
murdoch,3127,φουντζάρι
smelling,3127,οσφραντικός
kirby,3125,Κίρμπι
repairs,3124,επισκευές
jeong,3123,σιγοβράζω
conducted,3123,διεξήχθη
ollie,3123,ollie
bakery,3121,φούρνος
busting,3121,δυσάρεστος
investigated,3120,ερευνημένος
60s,3120,60s
admission,3118,άδεια
essay,3118,Εκθεση ΙΔΕΩΝ
twitter,3118,κελάδημα
depths,3117,έγκατα
fewer,3116,λιγότερο
guarding,3115,φρούρηση
altered,3115,αλλοιωμένος
filing,3115,κατάθεση
ecstasy,3115,έκσταση
snatch,3114,αρπάζω
stored,3113,αποθηκευμένος
tropical,3113,τροπικός
pharmacy,3113,φαρμακείο
dalton,3113,δάλτον
altitude,3112,υψόμετρο
admired,3112,θαυτός
dickhead,3112,άσελος
priya,3112,πρίγια
mamma,3112,θηλυκός
moe,3111,βόμβα
grind,3111,αλέθω
bombay,3111,Βομβάη
'he,3111,'αυτός
lowest,3111,χαμηλότερο
makin,3109,παρακινώ
sentences,3109,προτάσεις
mute,3108,βουβός
full-time,3108,πλήρης απασχόληση
scratching,3108,ξύσιμο
imprisoned,3107,φυλακισμένος
danish,3106,δανικός
glowing,3105,λαμπερός
zhang,3105,Ζανγκ
martini,3105,Μαρτίνι
leah,3104,μάστιγα
empress,3104,αυτοκράτειρα
equipped,3104,εξοπλισμένος
finale,3103,φινάλε
tarzan,3103,Ταρζάν
storms,3101,καταιγίδες
sniff,3100,όσφρηση
oh.,3100,Ω.
me.,3099,μου.
slick,3098,λείος
unarmed,3098,άοπλος
16th,3097,16ος
violated,3097,παραβιάζεται
vent,3097,διέξοδος
dd,3096,DD
breakthrough,3096,ανακάλυψη
stud,3095,κουμπί κολάρου
addressed,3095,απευθυνόμενος
tactical,3095,τακτικός
vessels,3095,σκάφη
procedures,3094,διαδικασίες
ching,3093,τσιγκούρι
dine,3093,γευματίζω
draws,3093,ισοπαλία
crowds,3091,πλήθος
limb,3091,άκρο
wool,3091,μαλλί
