Word,Count,Translation,ZegedronCount
lords,4951,Λόρδοι,0
delightful,4950,γοητευτικός,0
wrestling,4948,πάλη,0
c.,4946,ντο.,0
rio,4945,Ρίο,0
reduce,4943,περιορίζω,0
rescued,4940,διαφυλεωμένος,0
peg,4939,πάσσαλος,0
mercedes,4937,Mercedes,0
guaranteed,4936,εγγυημένος,0
emotionally,4936,συναισθηματικά,0
poland,4936,Πολωνία,0
accountant,4936,λογιστής,0
theories,4935,θεωρίες,0
me-,4933,μου-,0
tumor,4933,όγκος,0
automatic,4932,αυτόματο,0
amusing,4932,διασκεδαστικός,0
unnecessary,4930,περιττός,0
higgins,4930,Higgins,0
voting,4928,ψηφοφορία,0
buster,4927,πρεσβυτέρας,0
stadium,4924,στάδιο,0
visible,4923,ορατός,0
easter,4923,Πάσχα,0
jeep,4923,τζίπ,0
dj,4922,DJ,0
les,4922,Les,0
garcia,4921,Γκαρσία,0
tracked,4921,εντοπισμένος,0
ignorant,4919,αμαθής,0
pledge,4918,ενέχυρο,0
deserted,4918,έρημος,0
esther,4918,Εσθήρ,0
rum,4917,ρούμι,0
fisher,4915,ψαράς,0
wheelchair,4914,ΑΝΑΠΗΡΙΚΟ ΚΑΡΟΤΣΑΚΙ,0
salvation,4913,σωτηρία,0
lester,4912,ληστής,0
wonders,4912,αναρωτιέμαι,0
clattering,4911,θορυβώδης,0
don`t,4911,μη,0
maintenance,4911,συντήρηση,0
tobacco,4910,καπνός,0
underwater,4910,υποβρύχιος,0
divide,4907,διαιρέστε,0
slightest,4906,παραμικρός,0
discount,4906,έκπτωση,0
yoga,4906,γιόγκα,0
vagina,4905,κόλπος,0
rushing,4905,βιαστικός,0
modest,4904,μετριόφρων,0
make-up,4904,μακιγιάζ,0
wes,4902,wes,0
reduced,4901,μειωμένος,0
t.,4900,t.,0
whisper,4898,ψίθυρος,0
pressing,4898,πάτημα,0
tops,4898,άριστος,0
variety,4897,ποικιλία,0
ignored,4896,αγνοημένος,0
helena,4896,Ελένη,0
writers,4895,συγγραφείς,0
grain,4895,σιτηρά,0
essentially,4894,ουσιαστικά,0
archie,4893,αρχιεπίσκοπος,0
ofthe,4893,απο,0
individuals,4893,τα άτομα,0
meredith,4893,αγεραδιστής,0
gavin,4892,Γκάβιν,0
subtle,4891,διακριτικό,0
interviews,4891,συνεντεύξεις,0
pinky,4886,ροζί,0
cord,4885,κορδόνι,0
sites,4884,τόπο,0
brennan,4884,Brennan,0
maddie,4882,τρελός,0
vienna,4882,Βιέννη,0
issued,4881,εκδόθηκε,0
lasted,4881,διαρκέσει,0
explosive,4879,εκρηκτικός,0
origin,4878,προέλευση,0
unto,4877,προς,0
rogue,4876,κατεργάρης,0
x-ray,4875,ακτινογραφία,0
superintendent,4874,επιστάτης,0
cody,4874,κουνιά,0
jacques,4874,ζακέων,0
ol,4872,ol,0
challenges,4869,προκλήσεις,0
corruption,4868,διαφθορά,0
sullivan,4867,θορυβώδης,0
shutter,4866,παραθυρόφυλλο,0
erase,4864,εξάλειψη,0
ski,4862,σκι,0
forensics,4861,εγκληματολογία,0
flavor,4859,γεύση,0
fastest,4859,ταχύτερος,0
joon,4857,ευσέβεια,0
vet,4856,κτηνίατρος,0
civilians,4852,άμαχος πληθυσμός,0
lobster,4851,αστακός,0
housing,4846,στέγαση,0
canal,4845,κανάλι,0
robots,4845,ρομπότ,0
shade,4843,απόχρωση,0
ambitious,4842,φιλόδοξος,0
orchestra,4840,ορχήστρα,0
succeeded,4837,πέτυχε,0
guidance,4837,οδηγία,0
hence,4836,ως εκ τούτου,0
bella,4833,μπάκα,0
seoul,4833,Σελήλιο,0
jose,4828,εορτή,0
inevitable,4826,αναπόφευκτος,0
tick,4825,τσιμπούρι,0
rival,4823,αντίπαλος,0
refuses,4820,αρνείται,0
fianc?σ,4819,αρραβωνιαστικός,0
purchase,4819,αγορά,0
wander,4819,περιπλανιέμαι,0
ireland,4818,Ιρλανδία,0
hanna,4818,Χάνα,0
hanged,4818,κρεμασμένος,0
napoleon,4813,Ναπολέων,0
elite,4812,αφρόκρεμα,0
craft,4812,σκάφος,0
cult,4811,λατρεία,0
whisky,4810,ουίσκι,0
profits,4809,κέρδη,0
shelf,4806,ράφι,0
kai,4806,καρατσάκι,0
allowing,4806,επιτρέποντας,0
chart,4806,διάγραμμα,0
accusing,4803,κατηγορούμενος,0
buzzes,4803,φουσκωμένος,0
weekends,4803,Σαββατοκύριακα,0
humiliated,4801,εξευτελισμένος,0
fianc?σe,4800,αρραβωνιαστικός,0
hissing,4800,σφυρίζω,0
treats,4799,λιχουδιές,0
granddaughter,4799,εγγονή,0
serena,4797,Σενανα,0
submit,4796,υποβάλλουν,0
supervisor,4796,Επόπτης,0
sniffing,4795,εισπνοή,0
resident,4794,Κάτοικος,0
tearing,4793,σχίσιμο,0
obliged,4792,υποχρεωμένος,0
opportunities,4791,ευκαιρίες,0
knights,4791,ιππότες,0
hangs,4789,κρέμεται,0
jerusalem,4786,Ιερουσαλήμ,0
stew,4786,στιφάδο,0
counted,4785,μέτρητος,0
instruments,4783,όργανα,0
triumph,4781,θρίαμβος,0
nun,4780,καλόγρια,0
frequency,4780,συχνότητα,0
resume,4779,ΒΙΟΓΡΑΦΙΚΟ,0
marines,4779,πεζοναύτες,0
distract,4777,αποσπώ,0
satisfaction,4775,ικανοποίηση,0
historical,4774,ιστορικός,0
creates,4772,δημιουργώ,0
costumes,4771,κοστουμιών,0
swedish,4771,Σουηδικά,0
lizzie,4769,Λίζα,0
depending,4766,σε συνάρτηση,0
sour,4765,θυμώνω,0
spark,4765,σπίθα,0
freely,4764,ελευθερώς,0
scotty,4764,σκότιο,0
freaks,4764,φρικιά,0
d.a.,4763,δ.Α.,0
shan,4763,σανοκάθαρτο,0
globe,4762,σφαίρα,0
peak,4762,κορυφή,0
sentenced,4762,καταδικασμένος,0
fierce,4761,άγριος,0
scam,4761,απάτη,0
hollow,4761,κοίλος,0
anton,4760,Αντώνος,0
hoo,4760,χερσάω,0
concentration,4760,συγκέντρωση,0
presume,4760,υποθέτω,0
invest,4759,επενδύω,0
eleanor,4759,Eleanor,0
radical,4758,ριζικό,0
protective,4757,προστατευτικός,0
smiles,4756,χαμογελά,0
stunning,4753,εκπληκτική,0
frustrated,4753,απογοητευμένος,0
suspenseful,4752,αγωνία,0
breed,4752,ράτσα,0
adore,4752,λατρεύω,0
controlling,4751,έλεγχος,0
reagan,4751,Ρέιγκαν,0
pasta,4750,ζυμαρικά,0
precinct,4749,περίβολος,0
swallowed,4748,καταπιεσμένος,0
execute,4748,εκτέλεση,0
4th,4747,4ος,0
towels,4747,πετσέτες,0
architect,4747,αρχιτέκτονας,0
delta,4746,δέλτα,0
honks,4744,χαστούκια,0
whoo-hoo,4743,μαρόμισμα,0
preserve,4742,διατηρώ,0
dose,4741,δόση,0
stove,4739,κουζίνα,0
codes,4738,κώδικες,0
instantly,4737,στη στιγμή,0
bugger,4737,γαμώ,0
vivian,4736,ζωηρός,0
yoon,4736,μίσος,0
doo,4732,δοξός,0
haul,4731,τραβώ,0
orphanage,4730,ορφανοτροφείο,0
bolt,4726,μπουλόνι,0
autograph,4724,αυτόγραφο,0
sharply,4724,απότομα,0
habits,4723,συνήθειες,0
villagers,4723,χωρικοί,0
cracks,4722,ρωγμές,0
dwight,4722,νησί,0
omar,4721,ομοφυλόφιλος,0
assembly,4720,συνέλευση,0
meds,4720,φάρμακα,0
marge,4719,περιθώριο,0
magnetic,4718,μαγνητικός,0
romans,4716,Ρωμαίοι,0
joshua,4714,Ιησούς του ναυή,0
sorted,4711,ταξινομημένος,0
assets,4711,περιουσιακά στοιχεία,0
insulted,4707,προσβολής,0
outstanding,4707,εξαιρετική,0
essence,4707,ουσία,0
wardrobe,4707,ντουλάπα,0
ling,4707,εδώδιμος ιχθύς του βορρά,0
nam,4706,μελαγχολικός,0
benson,4705,πύργος,0
restaurants,4704,εστιατόρια,0
disco,4702,ντίσκο,0
flirting,4702,φλερτ,0
abilities,4700,ικανότητες,0
dolly,4700,κουκλίτσα,0
handful,4700,χούφτα,0
mice,4698,ποντίκια,0
pumpkin,4698,κολοκύθι,0
bennett,4696,Bennett,0
sweating,4695,ιδρώνοντας,0
anchor,4693,άγκυρα,0
thankful,4693,ευγνώμων,0
interior,4693,εσωτερικό,0
moore,4690,όρμος,0
urge,4688,παροτρύνω,0
surrounding,4686,περιβάλλων,0
strain,4683,ένταση,0
curtains,4682,κουρτίνες,0
gypsy,4682,αθίγγανος,0
tomato,4682,ντομάτα,0
blanche,4682,λασπώνω,0
bonds,4681,δεσμούς,0
compassion,4681,συμπόνια,0
greece,4679,Ελλάδα,0
ceo,4678,διευθύνων σύμβουλος,0
arabic,4677,αραβικός,0
examination,4677,εξέταση,0
participate,4674,συμμετέχω,0
veins,4674,φλέβες,0
cups,4673,φλιτζάνια,0
additional,4672,πρόσθετος,0
sofia,4671,Σοφία,0
obsession,4671,έμμονη ιδέα,0
responsibilities,4670,αρμοδιότητες,0
ridge,4670,κορυφογραμμή,0
intent,4670,πρόθεση,0
axe,4669,τσεκούρι,0
reckless,4668,ριψοκίνδυνος,0
missiles,4667,πυραύλους,0
razor,4664,ξυράφι,0
corners,4664,γωνίες,0
frightening,4663,τρομαχτικός,0
rains,4662,βροχές,0
mutant,4660,μεταλλαγμένος,0
wally,4659,συνωστισμός,0
whereas,4656,ενώ,0
heavenly,4655,ουράνιος,0
promoted,4655,προωθημένος,0
dang,4654,κτύπημα,0
maiden,4652,κόρη,0
comments,4652,σχόλια,0
batteries,4649,μπαταρίες,0
bark,4647,φλοιός,0
seas,4647,θάλασσα,0
congressman,4645,βουλευτής,0
canyon,4642,φαράγγι,0
casual,4642,ανέμελος,0
rack,4642,ράφι,0
expectations,4638,προσδοκίες,0
flowing,4634,ρεύση,0
adjust,4634,προσαρμόζω,0
decade,4633,δεκαετία,0
pine,4633,πεύκο,0
tails,4633,ουρά,0
baxter,4630,μπάξτερ,0
wires,4628,καλώδια,0
pigeon,4626,περιστέρι,0
finance,4624,χρηματοδότηση,0
respectable,4622,αξιοσέβαστος,0
demonstration,4620,επίδειξη,0
prank,4618,φάρσα,0
appointed,4618,καθορισμένος,0
treason,4615,προδοσία,0
views,4612,προβολές,0
violin,4612,βιολί,0
stir,4611,ταραχή,0
lifestyle,4610,ΤΡΟΠΟΣ ΖΩΗΣ,0
realm,4610,βασίλειο,0
monty,4609,Μέτι,0
roosevelt,4608,κούτσουρο,0
missy,4608,κυρία,0
fitting,4606,προσαρμογή,0
se??or,4605,ή,0
tuna,4605,τόνος,0
tuck,4605,πιέτα,0
inspection,4604,επιθεώρηση,0
nursing,4603,θηλασμός,0
jared,4602,τσιντόλα,0
poop,4601,πρύμνη,0
cardinal,4601,καρδινάλιος,0
altar,4600,Αγια ΤΡΑΠΕΖΑ,0
herman,4600,χερσάριος,0
carlo,4600,Κάρλο,0
tourist,4599,τουρίστας,0
conviction,4599,καταδίκη,0
jelly,4597,πηκτή,0
thrill,4597,συγκίνηση,0
lounge,4597,σαλόνι,0
cha,4596,cha,0
zip,4596,φερμουάρ,0
hogan,4595,χοάνος,0
dimension,4595,διάσταση,0
choke,4594,πνιγομαι,0
backing,4594,υποστήριξη,1
pains,4593,κόποι,0
bodyguard,4593,σωματοφύλακας,0
rug,4593,χαλί,0
jaw,4592,σαγόνι,0
ants,4591,μυρμήγκια,0
popcorn,4590,ποπ κορν,0
courtroom,4589,αίθουσα δικαστήριου,0
reynolds,4589,Reynolds,0
pointless,4589,άσκοπος,0
documentary,4587,ντοκυμαντέρ,0
donor,4586,δότης,0
mortgage,4586,στεγαστικών δανείων,0
tunnels,4586,σήραγγες,0
enforcement,4585,επιβολή,0
demanding,4584,απαιτητική,0
cocks,4584,στρόφιγγα,0
eliminated,4584,εξαλείφτος,0
agh,4582,αχ,0
rapidly,4581,ταχέως,0
refer,4580,αναφέρομαι,0
shipment,4577,αποστολή,0
tasted,4577,γευστικός,0
fails,4577,αποτυγχάνω,0
michel,4576,Μίτσι,0
rushed,4575,βιαστικός,0
ordering,4574,παραγγελία,0
efficient,4574,αποτελεσματικός,0
outrageous,4569,αισχρός,0
gracious,4566,ελεήμων,0
slaughter,4562,σφαγή,0
marijuana,4561,μαριχουάνα,0
monroe,4560,Μονρόε,0
pipes,4559,σωλήνες,0
backed,4558,υποστηριγμένος,0
vest,4557,γιλέκο,0
approached,4557,προσεγγισμένος,0
mechanic,4555,μηχανικός,0
mumbai,4553,Βομβάη,0
arizona,4552,Αριζόνα,0
legendary,4550,μυθικός,0
delayed,4549,καθυστερημένος,0
resolve,4548,αποφασίζω,0
relation,4547,σχέση,0
amelia,4545,Αμαλία,0
mechanical,4542,μηχανικός,0
fare,4542,ναύλος,0
karma,4541,κάρμα,0
jefferson,4541,Τζέφερσον,0
chorus,4540,Χορωδία,0
nana,4539,νάνα,0
extend,4539,επεκτείνω,0
info,4533,πληροφορίες,0
saddle,4531,σαμάρι,0
pretended,4528,προσποιητός,0
equals,4526,ισού,0
motherfuckers,4524,γερουσιαστές,0
artificial,4523,τεχνητός,0
accomplish,4521,ολοκληρώσει,0
burial,4520,ταφή,0
lynn,4519,λινάρι,0
detention,4518,κράτηση στη φυλακή,0
vow,4518,όρκος,0
bake,4517,ψήνω,0
breakdown,4517,έπαθε βλάβη,0
dvd,4515,DVD,0
delhi,4512,Δελχί,0
selected,4507,επιλεγμένος,0
lightly,4506,αβασάνιστα,0
'em,4505,Εμ.,0
dealers,4504,έμπορος,0
e.,4504,μι.,0
layer,4501,στρώμα,0
gown,4501,φόρεμα,0
courtney,4495,αιμορραγία,0
incoming,4492,εισερχόμενος,0
reid,4492,επανείτης,0
countryside,4491,εξοχή,0
cheaper,4491,πιο φθηνα,0
smelled,4491,μυρωδιάς,0
devon,4490,Ντέβον,0
ducks,4490,πάπιες,0
lethal,4489,θανατηφόρος,0
swan,4489,κύκνος,0
attending,4489,παρευρισκόμενος,0
moonlight,4488,σεληνόφωτο,0
ropes,4487,σχοινιά,0
dispatch,4487,επιστολή,0
notebook,4484,σημειωματάριο,0
punched,4484,διάτρητος,0
identification,4483,ταυτοποίηση,0
contracts,4482,συμβόλαια,0
scattered,4482,διεσπαρμένος,0
trusting,4477,έχων πίστη,0
susie,4476,Σιούι,0
prayed,4476,προσευχή,0
volunteers,4474,εθελοντές,0
remembering,4474,ανάμνηση,0
adopt,4473,ενστερνίζομαι,0
calvin,4472,καλβίνος,0
worms,4470,σκώληκα,0
consideration,4470,θεώρηση,0
bandits,4470,ληστές,0
moses,4469,Μωυσής,0
zombies,4468,ζόμπι,0
lionel,4466,λιοντάρι,0
non,4464,μη,0
transplant,4463,μεταμόσχευση,0
crackling,4462,τρίξιμο,0
loneliness,4461,μοναξιά,0
frasier,4461,φραχοκίνος,0
epic,4458,έπος,0
gladly,4458,Ευχαρίστως,0
marcel,4457,κυματοειδές κτένισμα,0
mon,4456,σερβίρισμα,0
frost,4455,παγωνιά,0
registration,4453,εγγραφή,0
prophet,4451,προφήτης,0
launched,4451,εκτοξευμένος,0
constitution,4446,σύνταγμα,0
roland,4441,Ρόλαντ,0
claude,4441,κλασσικός,0
sock,4440,κάλτσα,0
dragons,4439,δράκοι,0
buyer,4438,αγοραστής,0
regulations,4435,Κανονισμοί,0
mimi,4432,μίμη,0
volcano,4431,ηφαίστειο,0
accomplice,4431,συνένοχος,0
bounty,4430,γενναιοδωρία,0
hotels,4429,Ξενοδοχεία,0
favors,4428,ευνοεί,0
opinions,4428,απόψεις,0
pressed,4427,πιεσμένος,0
asylum,4426,άσυλο,0
blunt,4425,αμβλύς,0
duel,4425,μονομαχία,0
niles,4422,νιφάδες,0
consult,4422,συμβουλεύομαι,0
nevertheless,4420,παρ 'όλα αυτά,0
carnival,4420,καρναβάλι,0
au,4419,au,0
baba,4419,μπάκα,0
hah,4418,χαχ,0
paths,4415,μονοπάτια,0
rides,4414,βόλτες,0
tray,4414,δίσκος - σχάρα,0
cynthia,4414,Κύνη,0
te,4414,δηλαδή,0
handcuffs,4414,χειροπέδες,0
shannon,4414,σάνονος,0
barrier,4413,εμπόδιο,0
supposedly,4412,τάχα,0
faggot,4411,πούστης,0
hunch,4408,διαίσθηση,0
disposal,4408,διάθεση,0
yacht,4408,σκάφος αναψυχής,0
stain,4407,λεκές,0
thoughtful,4405,προσεκτικός,0
healed,4405,θεραπευμένος,0
thinkin,4404,σκέφτομαι,0
syndrome,4403,σύνδρομο,0
hairy,4402,τριχωτός,0
kansas,4400,Κάνσας,0
happiest,4399,πιο ευτυχισμένος,0
entertain,4399,διασκεδάζω,0
y-you,4399,Ν-ΕΙΝΑΙ,0
ambush,4397,ενέδρα,0
recommended,4397,συνιστώμενος,0
childish,4397,παιδαριώδης,0
meter,4395,μετρητής,0
gilbert,4395,μονάδα μαγνητοκινητικής δύναμης,0
lease,4394,μίσθωση,0
climbed,4393,ανοικτός,0
nadia,4393,Ναντία,0
unstable,4393,ασταθής,0
exploded,4391,εξερχόμενος,0
apollo,4390,Απόλλων,0
rogers,4389,Ρότζερς,0
politician,4389,πολιτικός,0
rs,4389,rs,0
awaits,4388,αναμένει,0
abraham,4387,Αβραάμ,0
evelyn,4386,Evelyn,0
particles,4385,σωματίδια,0
violation,4385,παράβαση,0
lined,4384,μελαγχολικός,0
amazed,4383,έκθαμβος,0
lure,4383,δέλεαρ,0
lyrics,4382,στίχοι,0
pod,4382,φλούδα,0
fran,4381,φραγκοστάφυλος,0
universal,4381,Παγκόσμιος,0
d.c.,4378,Δ.Κ.,0
hulk,4376,σκάφος,0
drunken,4376,μεθυσμένος,0
hyah,4376,μεχάλ,0
continuing,4375,συνεχής,0
goals,4374,γκολ,0
warming,4372,θέρμανση,0
dc,4371,ϋΟ,0
chemicals,4371,χημικά,0
owl,4370,κουκουβάγια,0
xena,4368,Ξένα,0
compromised,4367,συμβιβασμένος,0
grounded,4367,γειωμένος,0
cane,4366,μπαστούνι,0
avenge,4364,εκδικούμαι,0
dexter,4364,δεξιός,0
phantom,4364,φάντασμα,0
notion,4363,έννοια,0
directors,4362,διευθυντές,0
tease,4361,πειράζω,0
forensic,4361,δικανικός,0
doe,4361,ελαφίνα,0
outcome,4360,αποτέλεσμα,0
slam,4360,χτύπημα,0
shattered,4360,θρυμματισμένος,0
cheque,4359,έλεγχος,0
baked,4359,ψημένα,0
sought,4357,επιδιώχος,0
racket,4355,ρακέτα,0
hammond,4355,στροβιλίζομαι,0
rider,4352,καβαλάρης,0
exotic,4352,εξωτικός,0
cory,4351,κηλίδα,0
extent,4350,έκταση,0
eighth,4350,όγδοο,0
stack,4345,σωρός,0
wheat,4345,σιτάρι,0
shipping,4345,Αποστολή,0
satisfy,4343,ικανοποιώ,0
kara,4341,καραμέλα,0
departure,4341,αναχώρηση,0
finch,4341,σπίνος,0
blocking,4340,παρεμπόδιση,0
regiment,4338,σύνταγμα,0
kin,4336,συγγενείς,0
klaus,4335,Κλάους,0
surf,4333,αφρός κυμάτων,0
kilometers,4330,χιλιόμετρα,0
rises,4329,ανεβαίνει,0
frighten,4329,τρομάζω,0
abused,4328,κακοποιημένος,0
gerald,4325,γελοιρίζω,0
colours,4324,Χρώματα,0
hath,4323,έχει,0
marvin,4322,μαρμελάδα,0
texts,4322,κείμενα,0
spaghetti,4322,μακαρόνια,0
chester,4322,χερσαίως,0
bosses,4320,αφεντικά,0
elephants,4319,ελεφάντες,0
snarling,4319,γκρινιάρης,0
contained,4319,περιορισμένος,0
laurie,4317,λαούρι,0
arab,4317,Άραβας,0
bumped,4317,προσκρούμενος,0
chili,4316,κοκκινοπίπερο,0
yah,4315,ναι,0
sustained,4313,παραπεταμένος,0
abducted,4313,απαχθείς,0
panicked,4313,πανικοβλημένος,0
shallow,4312,αβαθής,0
diving,4312,καταδύσεις,0
artie,4311,τέχνη,0
harriet,4311,Ερριέτα,0
generator,4311,γεννήτρια,0
federation,4310,ομοσπονδία,0
mulder,4310,μούργος,0
arresting,4309,εντυπωσιακός,0
techniques,4309,τεχνικές,0
feather,4308,φτερό,0
printed,4306,έντυπος,0
untie,4306,λύνω,0
jupiter,4305,Ζεύς,0
hay,4300,σανός,0
stalking,4300,καταδίωξη,0
conrad,4299,Κόνραντ,0
phony,4298,ψευδής,0
brett,4298,γωνιά,0
whack,4297,ηχηρό κτύπημα,0
scored,4297,σημειωμένος,0
continent,4293,Ήπειρος,0
articles,4292,άρθρα,0
oxford,4291,Οξφόρδη,0
z,4291,z,0
organize,4289,οργανώνω,0
sensors,4288,Αισθητήρες,0
shanghai,4288,Σαγκάη,0
wh,4287,τι,0
sniper,4285,σκοπευτής ελεύθερος,0
noisy,4284,θορυβώδης,0
framed,4284,πλαισιωμένος,0
horizon,4284,ορίζοντας,0
twilight,4283,λυκόφως,0
reflection,4283,αντανάκλαση,0
masks,4281,μάσκες,0
godfather,4281,νονός,0
merchant,4280,έμπορος,0
wages,4280,μισθοί,0
robe,4279,ρόμπα,0
waist,4279,μέση,0
stinking,4277,απαίσιος,0
disappointment,4277,απογοήτευση,0
venture,4274,τόλμημα,0
voyage,4273,ταξίδι στη θάλασσα,0
curry,4271,κάρι,0
ominous,4270,δυσοίωνος,0
sunlight,4270,ηλιακό φως,0
oui,4269,oui,0
overseas,4269,υπερπόντιος,0
casualties,4269,θύματα,0
aaah,4269,ααά,0
mattress,4265,στρώμα,0
grill,4265,ψηνω στα καρβουνα,0
marketing,4265,εμπορία,0
accepting,4264,αποδοτικός,0
occupation,4264,κατοχή,0
deadline,4264,προθεσμία,0
freed,4264,ελευθερωμένος,0
exhibit,4263,έκθεμα,0
poems,4263,ποιήματα,0
echoing,4262,ηχώ,0
shin,4262,κνήμη,0
compliments,4262,συγχαρητήρια,0
til,4261,εμποδίζω,0
define,4261,καθορίζω,0
urine,4261,ούρο,0
foreman,4260,επιστάτης,0
facial,4259,προσώπου,0
p.a.,4258,Π.Α.,0
combined,4257,σε συνδυασμό,0
brody,4255,κροταλία,0
probation,4254,δοκιμασία,0
reject,4253,απορρίπτω,0
catches,4248,αλίευση,0
dances,4248,χορός,0
gemma,4248,δίδυμος,0
pinch,4247,πρέζα,0
ingredients,4247,συστατικά,0
ra,4247,RA,0
hurricane,4245,τυφώνας,0
chatting,4244,κουβέντα,0
mini,4243,μίνι,0
heel,4241,φτέρνα,0
adding,4241,προσθέτωντας,0
bandit,4238,ληστής,0
destined,4236,προορισμένος,0
limo,4235,λιμάνι,0
spa,4235,ιαματική πηγή,0
graves,4234,τάφρος,0
turkish,4234,τούρκικος,0
listed,4233,εγγεγραμμένος,0
corpses,4233,πτώμα,0
matty,4232,μαϊντανός,0
evacuate,4232,εκκενώνω,0
publish,4232,δημοσιεύω,0
judith,4231,Ιουδίθ,0
banned,4231,απαγορευμένος,0
snaps,4231,ασκήσεις,0
cheeks,4230,μάγουλα,0
predict,4229,προλέγω,0
ohio,4229,Οχάιο,0
holland,4229,Ολλανδία,0
confront,4228,αντιμετωπίζω,0
utterly,4228,εντελώς,0
pals,4228,φιλαράκια,0
pilots,4228,πιλότοι,0
umm,4228,εμένα,0
jonah,4227,γρουσούζης,0
ironic,4226,ειρωνικός,0
improved,4226,βελτιώθηκε,0
popping,4226,σκάσιμο,0
mills,4224,μύλος,0
farther,4220,μακρύτερα,0
delivering,4220,παραδοχής,0
skipper,4218,πλοίαρχος,0
flattered,4218,κολακευμένος,0
coconut,4217,καρύδα,0
acknowledge,4214,αναγνωρίζω,0
shuts,4213,κλείνω,0
sweden,4213,Σουηδία,0
hooray,4212,Ζήτω,0
sip,4212,γουλιά,0
blessings,4210,ευλογίες,0
grocery,4210,παντοπωλείο,0
terminal,4208,τερματικό,0
parks,4205,πάρκα,0
meaningless,4205,χωρίς νόημα,0
awards,4205,βραβεία,0
fade,4205,ξεθωριάζει,0
hiring,4204,την πρόσληψη,0
burton,4203,μάστιχος,0
fees,4203,αμοιβές,0
wretched,4202,άθλιος,0
krishna,4199,Κρίσνα,0
thoroughly,4198,διεξοδικά,0
exhibition,4198,έκθεση,0
spends,4198,ξοδεύω,0
denver,4197,Ντένβερ,0
80s,4196,80s,0
winners,4193,νικητές,0
doris,4193,Ντόρις,0
luther,4192,Λούθηρος,0
disappearance,4192,εξαφάνιση,0
madrid,4192,Μαδρίτη,0
supported,4190,υποστηριζόμενος,0
advised,4190,συμβουλευμένος,0
regina,4187,βασίλισσα,0
supermarket,4187,σουπερμάρκετ,0
hereby,4186,του παρόντος,0
pier,4186,αποβάθρα,0
shorter,4186,κοντύτερος,0
betrayal,4185,προδοσία,0
philadelphia,4185,Φιλαδέλφεια,0
christians,4184,χριστιανοί,0
psychology,4181,ψυχολογία,0
danielle,4180,Δανιήλ,0
trent,4179,Τρεντ,0
keeper,4179,φύλακας,0
detroit,4179,Ντιτρόιτ,0
canadian,4179,καναδικός,0
su,4178,δοχείο,0
associates,4177,συνεργάτης,0
gerry,4176,γωνιός,0
restless,4173,ανήσυχος,0
collector,4172,συλλέκτης,0
marvellous,4172,θαυμάσιος,0
physician,4171,γιατρός,0
exposure,4171,έκθεση,0
grudge,4170,μνησικακία,0
lid,4166,καπάκι,0
followers,4166,οπαδός,0
glow,4165,λάμψη,0
submarine,4164,υποβρύχιο,0
towns,4164,πόλεις,0
pawn,4164,πιόνι,0
edith,4162,Έιθος,0
includes,4161,περιλαμβάνει,0
lu,4160,Λου,0
proposition,4160,πρόταση,0
joker,4159,τζόκερ,0
spilled,4158,χυμένος,0
opposition,4158,αντιπολίτευση,0
jang,4158,Τζανγκ,0
haley,4158,χάλια,0
hose,4157,μάνικα,0
partnership,4157,συνεταιρισμός,0
usa,4155,ΗΠΑ,0
timmy,4154,Timmy,0
breathes,4151,αναπνέει,0
whoops,4151,μαχαιρώ,0
astronaut,4150,αστροναύτης,0
porch,4148,βεράντα,0
leonardo,4148,Λεονάρντο,0
responding,4148,απάντητος,0
wishing,4148,επιθυμών,0
boil,4146,βρασμός,0
kneel,4146,γονατίζω,0
tammy,4141,ταμίνας,0
clumsy,4141,αδέξιος,0
rapid,4140,ταχύς,0
xiao,4140,Xiao,0
stevens,4139,στρώμα,0
invested,4138,επενδυμένος,0
janice,4138,Ιωάννη,0
roller,4137,κύλινδρος,0
thai,4137,Ταϊλάνδης,0
justify,4137,δικαιολογώ,0
garlic,4136,σκόρδο,0
yelled,4135,φώναξε,0
simone,4134,σιμόνε,0
ammunition,4134,πυρομαχικά,0
sushi,4133,σούσι,0
shaft,4133,άξονας,0
definition,4132,ορισμός,0
gardens,4131,κήποι,0
chandler,4129,κηροποιός,0
ne,4128,νευρώ,0
notify,4128,κοινοποιώ,0
brady,4128,βραδύς,0
beasts,4127,θηρία,0
setup,4127,εγκατάσταση,0
greed,4123,απληστία,0
dared,4122,τόλμησε,0
unlucky,4121,άτυχος,0
classroom,4121,ΣΧΟΛΙΚΗ ΑΙΘΟΥΣΑ,0
treaty,4120,συνθήκη,0
hike,4118,πεζοπορώ,0
dagger,4118,στιλέτο,0
spine,4115,ΣΠΟΝΔΥΛΙΚΗ ΣΤΗΛΗ,0
detect,4113,ανιχνεύουν,0
chow,4112,φαγητό,0
des,4110,ευσέβεια,0
teenagers,4109,έφηβοι,0
handwriting,4109,γραφικός χαρακτήρας,0
mock,4108,κοροϊδεύω,0
challenging,4108,προκλητικός,0
salon,4108,σαλόνι,0
virtue,4107,αρετή,0
lawsuit,4107,αγωγή,0
shelly,4105,κελυφώδης,0
clap,4105,χειροκρότημα,0
mustache,4104,μουστάκι,0
offence,4103,αδίκημα,0
med,4103,φάρμακο,0
sultan,4102,σουλτάνος,0
attraction,4102,αξιοθεατο,0
franco,4101,Φράνκο,0
courts,4100,γήπεδα,0
fortress,4100,φρούριο,0
caf?σ,4099,καφετέρι,0
